0:2:49,umich5(speech),,,,,,umich5,"NOMATCH: Speech could not be recognized." 
0:3:0,(5)V-Fib 4C.1 - AMIO(action),0:30,Select Adenosine,100,,,umich1
0:3:1,(5)V-Fib 4C.1 - AMIO(action),0:30,Insert Syringe on Right Hand,100,,,umich1
0:3:4,umich5(speech),,,,,,umich5,"NOMATCH: Speech could not be recognized." 
0:3:17,(5)V-Fib 4C.1 - AMIO(action),0:47,Ask About IV Access,100,,,umich1
0:3:19,umich5(speech),,,,,,umich5,"NOMATCH: Speech could not be recognized." 
0:3:23,(5)V-Fib 4C.1 - AMIO(action),0:52,Order Chest X-ray,100,,,umich1
0:3:23,chest_xray,Error,Action-Should-Not-Be-Performed,Action-Was-Performed,Error-Triggered,umich1,(5)V-Fib 4C.1 - AMIO(action),Good CPR saves lives! Don't interrupt CPR for X-ray. Use stethoscope to assess lungs.,,,,,,
0:3:29,(5)V-Fib 4C.1 - AMIO(action),0:58,Order new Labs UNAVAILABLE,100,,,umich3
0:3:34,umich5(speech),,,,,,umich5,"NOMATCH: Speech could not be recognized." 
0:3:36,EKG,Error,Action-Should-Not-Be-Performed,Action-Was-Performed,Error-Triggered,umich1,(5)V-Fib 4C.1 - AMIO(action),Good CPR saves lives! Don't interrupt CPR for an EKG.,,,,,,
0:3:36,(5)V-Fib 4C.1 - AMIO(action),1:5,Order EKG,100,,,umich1
0:3:40,heartneedle_pericard_anytime,CriticalError,Action-Should-Not-Be-Performed,Action-Was-Performed,Error-Triggered,umich1,(5)V-Fib 4C.1 - AMIO(action),This action is not required in this patient,,,,,,
0:3:40,(5)V-Fib 4C.1 - AMIO(action),1:9,Order Pericardiocentesis,100,,,umich1
0:3:46,(5)V-Fib 4C.1 - AMIO(action),1:15,Order Ultrasound,100,,,umich3
0:3:49,umich5(speech),,,,,,umich5,"NOMATCH: Speech could not be recognized." 
0:3:58,(5)V-Fib 4C.1 - AMIO(action),1:27,SYNCHRONIZED Shock 100J,100,,,umich1
0:3:59,(5)V-Fib 4C.1 - AMIO(action),1:28,SYNCHRONIZED Shock 100J,100,,,umich1
0:3:59,(5)V-Fib 4C.1 - AMIO(action),1:28,SYNCHRONIZED Shock 100J,100,,,umich1
0:3:59,defib<149_sync_or_unsync,Error,Action-Should-Not-Be-Performed,Action-Was-Performed,Error-Triggered,umich1,(5)V-Fib 4C.1 - AMIO(action),Use AT LEAST 150 joules for:  > V.Fib  > V.Tach with NO Pulse,,,,,,
0:4:4,umich5(speech),,,,,,umich5,"NOMATCH: Speech could not be recognized." 
0:4:19,umich5(speech),,,,,,umich5,"NOMATCH: Speech could not be recognized." 
0:4:22,(5)V-Fib 4C.1 - AMIO(action),1:51,View Cardiac Arrest Guidelines,100,,,umich3
0:4:34,umich5(speech),,,,,,umich5,"NOMATCH: Speech could not be recognized." 
0:4:49,umich5(speech),,,,,,umich5,"NOMATCH: Speech could not be recognized." 
0:4:49,(5)V-Fib 4C.1 - AMIO(action),2:19,SYNCHRONIZED Shock 200J,100,,,umich1
0:4:50,sync_defib_150+,CriticalError,Action-Should-Not-Be-Performed,Action-Was-Performed,Error-Triggered,umich1,(5)V-Fib 4C.1 - AMIO(action),V Fib needs UNsynchronized Shock/Defib Synchronized Shock will NOT work,,,,,,
0:5:4,umich5(speech),,,,,,umich5,"NOMATCH: Speech could not be recognized." 
0:5:7,(5)V-Fib 4C.1 - AMIO(action),2:36,Defib (UNsynchronized Shock) 200J,100,,,umich1
0:5:8,(5)V-Fib 4C.1 - AMIO(action)
0:5:8,Amio_or_Lidocaine,Warning,Action-Should-Be-Performed,Action-Was-Not-Performed,Error-Triggered,umich1,(5)V-Fib 4C.1 - AMIO(action),,,,,,,
0:5:8,ultrasound_FAST_anytime,Warning,Action-Should-Be-Performed,Action-Was-Performed,Error-Did-Not-Trigger,NA,(5)V-Fib 4C.1 - AMIO(action),,,,,,,
0:5:8,labcheck_anytime,Warning,Action-Should-Be-Performed,Action-Was-Not-Performed,Error-Triggered,umich1,(5)V-Fib 4C.1 - AMIO(action),,,,,,,
0:5:8,intubate_anytime,Error,Action-Should-Not-Be-Performed,Action-Was-Not-Performed,Error-Did-Not-Trigger,NA,(5)V-Fib 4C.1 - AMIO(action),Patient should have been intubated EARLIER!,,,,,,
0:5:8,chestneedle_thora_anytime,CriticalError,Action-Should-Not-Be-Performed,Action-Was-Not-Performed,Error-Did-Not-Trigger,NA,(5)V-Fib 4C.1 - AMIO(action),This action is not required in this patient,,,,,,
0:5:8,unsync_defib_150+,CriticalError,Action-Should-Be-Performed,Action-Was-Performed,Error-Did-Not-Trigger,NA,(5)V-Fib 4C.1 - AMIO(action),Defib that V Fib!! This patient needs electricity,,,,,,
0:5:8,CPR_perform_>1Pump,CriticalError,Action-Should-Be-Performed,Action-Was-Not-Performed,Error-Triggered,umich1,(5)V-Fib 4C.1 - AMIO(action),,,,,,,
0:5:8,bipap_NIV_anytime,CriticalError,Action-Should-Not-Be-Performed,Action-Was-Not-Performed,Error-Did-Not-Trigger,NA,(5)V-Fib 4C.1 - AMIO(action),BiPAP/CPAP = contraindicated in unresponsive patients. Consider intubation,,,,,,
0:5:8,glucose_anytime,Warning,Action-Should-Be-Performed,Action-Was-Not-Performed,Error-Triggered,umich1,(5)V-Fib 4C.1 - AMIO(action),,,,,,,
0:5:8,lunglisten_anytime,Warning,Action-Should-Be-Performed,Action-Was-Not-Performed,Error-Triggered,umich1,(5)V-Fib 4C.1 - AMIO(action),,,,,,,
0:5:8,HR_Waveform(vital),,,,CR_VFib,CR_NSR
0:5:8,PR_Waveform(vital),,,,O2_PP,O2_NW
0:5:8,RR_Waveform(vital),,,,CO2_CA,CO2_Norm
0:5:8,HR(vital),,,,--,124
0:5:8,RR(vital),,,,12,12
0:5:8,PR(vital),,,,--,98
0:5:8,BP(vital),,,,--,0
0:5:8,ETCO2(vital),,,,12,36
0:5:8,Temperature(vital),,,,98,98
0:5:8,Systolic(vital),,,,180,166
0:5:8,Diastolic(vital),,,,180,96
0:5:8,SDTogether(vital),,,,180,119
0:5:17,(6)ROSC 5B - Stemi(action),0:8,Pulse Check,100,,,umich1
0:5:19,(6)ROSC 5B - Stemi(action),0:11,Pulse Check,100,,,umich3
0:5:19,umich5(speech),,,,,,umich5,"NOMATCH: Speech could not be recognized." 
0:5:21,HR_Waveform(vital),,,,CR_NSR,CR_SinLike
0:5:21,PR_Waveform(vital),,,,O2_NW,O2_NW
0:5:21,RR_Waveform(vital),,,,CO2_Norm,CO2_Norm
0:5:21,HR(vital),,,,124,124
0:5:21,RR(vital),,,,12,12
0:5:21,PR(vital),,,,98,98
0:5:21,BP(vital),,,,--,0
0:5:21,ETCO2(vital),,,,36,36
0:5:21,Temperature(vital),,,,98,98
0:5:21,Systolic(vital),,,,166,166
0:5:21,Diastolic(vital),,,,96,96
0:5:21,SDTogether(vital),,,,119,38
0:5:21,(6)ROSC 5B - Stemi(action),0:13,Enter CPR,100,,,umich1
0:5:27,HR_Waveform(vital),,,,CR_SinLike,CR_NSR
0:5:27,PR_Waveform(vital),,,,O2_NW,O2_NW
0:5:27,RR_Waveform(vital),,,,CO2_Norm,CO2_Norm
0:5:27,HR(vital),,,,124,124
0:5:27,RR(vital),,,,12,12
0:5:27,PR(vital),,,,98,98
0:5:27,BP(vital),,,,0,0
0:5:27,ETCO2(vital),,,,36,36
0:5:27,Temperature(vital),,,,98,98
0:5:27,Systolic(vital),,,,166,166
0:5:27,Diastolic(vital),,,,96,96
0:5:27,SDTogether(vital),,,,75,119
0:5:27,(6)ROSC 5B - Stemi(action),0:19,Stop CPR,100,,,umich1
0:5:31,HR_Waveform(vital),,,,CR_NSR,CR_SinLike
0:5:31,PR_Waveform(vital),,,,O2_NW,O2_NW
0:5:31,RR_Waveform(vital),,,,CO2_Norm,CO2_Norm
0:5:31,HR(vital),,,,124,124
0:5:31,RR(vital),,,,12,12
0:5:31,PR(vital),,,,98,98
0:5:31,BP(vital),,,,0,0
0:5:31,ETCO2(vital),,,,36,36
0:5:31,Temperature(vital),,,,98,98
0:5:31,Systolic(vital),,,,166,166
0:5:31,Diastolic(vital),,,,96,96
0:5:31,SDTogether(vital),,,,91,38
0:5:31,(6)ROSC 5B - Stemi(action),0:22,Enter CPR,100,,,umich3
0:5:32,HR_Waveform(vital),,,,CR_SinLike,CR_NSR
0:5:32,PR_Waveform(vital),,,,O2_NW,O2_NW
0:5:32,RR_Waveform(vital),,,,CO2_Norm,CO2_Norm
0:5:32,HR(vital),,,,124,124
0:5:32,RR(vital),,,,12,12
0:5:32,PR(vital),,,,98,98
0:5:32,BP(vital),,,,0,0
0:5:32,ETCO2(vital),,,,36,36
0:5:32,Temperature(vital),,,,98,98
0:5:32,Systolic(vital),,,,166,166
0:5:32,Diastolic(vital),,,,96,96
0:5:32,SDTogether(vital),,,,84,119
0:5:32,(6)ROSC 5B - Stemi(action),0:24,Stop CPR,100,,,umich3
0:5:34,(6)ROSC 5B - Stemi(action),0:25,Select Epinephrine,100,,,umich1
0:5:34,(6)ROSC 5B - Stemi(action),0:26,Insert Syringe on Right Hand,100,,,umich1
0:5:34,umich5(speech),,,,,,umich5,"NOMATCH: Speech could not be recognized." 
0:5:34,HR_Waveform(vital),,,,CR_NSR,CR_SinLike
0:5:34,PR_Waveform(vital),,,,O2_NW,O2_NW
0:5:34,RR_Waveform(vital),,,,CO2_Norm,CO2_Norm
0:5:34,HR(vital),,,,124,124
0:5:34,RR(vital),,,,12,12
0:5:34,PR(vital),,,,98,98
0:5:34,BP(vital),,,,0,0
0:5:34,ETCO2(vital),,,,36,36
0:5:34,Temperature(vital),,,,98,98
0:5:34,Systolic(vital),,,,166,166
0:5:34,Diastolic(vital),,,,96,96
0:5:34,SDTogether(vital),,,,91,38
0:5:34,(6)ROSC 5B - Stemi(action),0:26,Enter CPR,100,,,umich3
0:5:37,HR_Waveform(vital),,,,CR_SinLike,CR_NSR
0:5:37,PR_Waveform(vital),,,,O2_NW,O2_NW
0:5:37,RR_Waveform(vital),,,,CO2_Norm,CO2_Norm
0:5:37,HR(vital),,,,124,124
0:5:37,RR(vital),,,,12,12
0:5:37,PR(vital),,,,98,98
0:5:37,BP(vital),,,,0,0
0:5:37,ETCO2(vital),,,,36,36
0:5:37,Temperature(vital),,,,98,98
0:5:37,Systolic(vital),,,,166,166
0:5:37,Diastolic(vital),,,,96,96
0:5:37,SDTogether(vital),,,,77,119
0:5:37,(6)ROSC 5B - Stemi(action),0:28,Stop CPR,100,,,umich3
0:5:49,(6)ROSC 5B - Stemi(action),0:40,Order Cooling,100,,,umich1
0:5:49,umich5(speech),,,,,,umich5,"NOMATCH: Speech could not be recognized." 
0:5:55,(6)ROSC 5B - Stemi(action),0:46,View Cardiac Arrest Guidelines,100,,,umich1
0:5:56,(6)ROSC 5B - Stemi(action),0:47,Ask About IV Access,100,,,umich3
0:6:4,umich5(speech),,,,,,umich5,"NOMATCH: Speech could not be recognized." 
0:6:7,(6)ROSC 5B - Stemi(action),0:58,View Cardiac Arrest Guidelines,100,,,umich1
0:6:11,intubate_anytime,Error,Action-Should-Not-Be-Performed,Action-Was-Performed,Error-Triggered,umich3,(6)ROSC 5B - Stemi(action),Patient should have been intubated EARLIER!,,,,,,
0:6:11,(6)ROSC 5B - Stemi(action),1:3,Order Intubation,100,,,umich3
0:6:19,umich5(speech),,,,,,umich5,"NOMATCH: Speech could not be recognized." 
0:6:25,(6)ROSC 5B - Stemi(action),1:17,Order EKG,100,,,umich1
0:6:32,(6)ROSC 5B - Stemi(action),1:23,View Cardiac Arrest Guidelines,100,,,umich1
0:6:32,(6)ROSC 5B - Stemi(action)
0:6:32,chest_xray,Error,Action-Should-Be-Performed,Action-Was-Not-Performed,Error-Triggered,umich3,(6)ROSC 5B - Stemi(action),,,,,,,
0:6:32,ROSC_cool_patient,Error,Action-Should-Be-Performed,Action-Was-Performed,Error-Did-Not-Trigger,NA,(6)ROSC 5B - Stemi(action),Unconscious post-arrest patients should be cooled to 33-36C,,,,,,
0:6:32,EKG,Error,Action-Should-Be-Performed,Action-Was-Performed,Error-Did-Not-Trigger,NA,(6)ROSC 5B - Stemi(action),Get an EKG after ROSC. It may help find why  the patient arrested,,,,,,
0:6:32,ROSC_Fentanyl_or_Propofol,Error,Action-Should-Be-Performed,Action-Was-Not-Performed,Error-Triggered,umich3,(6)ROSC 5B - Stemi(action),,,,,,,
0:6:32,chestneedle_thora_anytime,CriticalError,Action-Should-Not-Be-Performed,Action-Was-Not-Performed,Error-Did-Not-Trigger,NA,(6)ROSC 5B - Stemi(action),This action is not required in this patient,,,,,,
0:6:32,glucose_anytime,Warning,Action-Should-Not-Be-Performed,Action-Was-Not-Performed,Error-Did-Not-Trigger,NA,(6)ROSC 5B - Stemi(action),Glucose should have been checked much earlier in the code.,,,,,,
0:6:32,any_defib_any_joules_sync_or_unsynch,CriticalError,Action-Should-Not-Be-Performed,Action-Was-Not-Performed,Error-Did-Not-Trigger,NA,(6)ROSC 5B - Stemi(action),This is not a shockable rhythm,,,,,,
0:6:32,heartneedle_pericard_anytime,CriticalError,Action-Should-Not-Be-Performed,Action-Was-Not-Performed,Error-Did-Not-Trigger,NA,(6)ROSC 5B - Stemi(action),This action is not required in this patient,,,,,,
0:6:34,umich5(speech),,,,,,umich5,"NOMATCH: Speech could not be recognized." 

Questionnare Results
Description,Rating,Rating Scale
"How effective was tha team leader?",5,0 - 7
"How effectively did your team work together to complete tasks?",5,0 - 7
"How effectively did your team communicate?",5,0 - 7
